n,alpha,beta,rep,N_opt,theta22_hat,sigma2_hat,h_hat
100,0.5,0.5,45,2,60591.58881759946,0.7912231978974499,0.08550488813113707
100,0.5,0.5,46,2,63518.67302482586,0.9129960898294589,0.08716198437384694
100,0.5,0.5,47,2,79399.04322560821,0.8928453350672094,0.08298618537155196
100,0.5,0.5,48,2,30636.95880497823,1.0501178128701814,0.10370795806968716
100,0.5,0.5,49,2,146732.67345159137,0.9895092409112398,0.07491904170850136
100,0.5,0.5,50,2,295061.40207762097,0.8529790724919634,0.06324392336191244
100,0.5,0.5,51,2,56682.61428685654,1.1883863416507192,0.09399725362675543
100,0.5,0.5,52,2,56802.13401730625,1.2007004582279868,0.09415158026177252
100,0.5,0.5,53,1,5395.800504865342,1.163066950649473,0.1498039879794764
100,0.5,0.5,54,1,1267.4899490972543,1.1158778513697298,0.19849429796451992
100,0.5,0.5,55,2,94547.47436687615,1.0764755293145776,0.08319255352629962
100,0.5,0.5,56,1,6364.387077122851,1.2226610712179786,0.1463940779915983
100,0.5,0.5,57,2,91353.36496208335,0.8640104023270412,0.0801627289518103
100,0.5,0.5,58,1,2637.8093179288594,1.395522954239256,0.17927194325594395
100,0.5,0.5,59,3,2696588.005276557,1.1431179256055493,0.04307932563431397
100,0.5,0.5,60,1,3300.5576386382427,1.18397555767641,0.1658687958920796
100,0.5,0.5,61,2,184368.52108080135,1.1580727561426418,0.07386240143515138
100,0.5,0.5,62,2,85091.02884214008,0.9647826990908175,0.08312329595910452
100,0.5,0.5,63,2,116117.3797714551,0.8991092489795294,0.07701878380703747
100,0.5,0.5,64,1,5670.885876353124,1.412186243255034,0.15419199327195982
100,0.5,0.5,65,2,74049.98969639842,1.054706321252551,0.08700313825591269
100,0.5,0.5,66,2,234496.8709779688,0.9479212150163469,0.06763019615937294
100,0.5,0.5,67,1,2946.2924102476186,1.117529794797188,0.16772981255309455
100,0.5,0.5,68,2,58796.31474952044,1.0960921483785158,0.0918148652145923
100,0.5,0.5,69,5,31932161.07377371,1.1228778947519296,0.026183907198592083
100,0.5,0.5,70,1,7797.805704151023,1.2366626280032538,0.14088649805765419
100,0.5,0.5,71,2,40666.95785737857,1.0614621473227925,0.0982078433522882
100,0.5,0.5,72,1,553.544364778223,1.1222152551218827,0.23452997416065618
100,0.5,0.5,73,2,19256.06457148673,0.8574479326032473,0.10928024340492118
100,0.5,0.5,74,2,81815.18376038298,0.9973754316323872,0.08433707993537058
100,0.5,0.5,75,2,198976.37434469094,1.0169395418162386,0.07087814342024037
100,0.5,0.5,76,2,93347.61388153874,0.8622286222343293,0.07978430233066817
100,0.5,0.5,77,2,175978.08605510264,1.1088899998405417,0.07390938427398372
100,0.5,0.5,78,2,109531.17787509486,1.0557467667787463,0.08046703690448766
100,0.5,0.5,79,2,148403.4347277419,1.2216329762088527,0.07796738490083664
100,0.5,0.5,80,2,133668.20026479312,1.2869142891624323,0.08044849304678096
100,0.5,0.5,81,1,1545.0136609787307,1.1320346744239118,0.19133705714608373
100,0.5,0.5,82,2,127671.41395683732,0.965654560528916,0.07665830890345345
100,0.5,0.5,83,1,3833.402918522413,1.265193810335218,0.1631278554317404
100,0.5,0.5,84,2,64502.00732403454,1.0223371105675796,0.08888281240907431
100,0.5,0.5,85,1,1168.5656422380375,1.263594263692747,0.20682570595336702
100,0.5,0.5,86,2,43204.41354599393,0.7696036228878822,0.09098324173202278
100,0.5,0.5,87,2,84487.71089825302,0.8867907759493296,0.08185008477895793
100,0.5,0.5,88,2,500766.2963847909,0.9186799537440143,0.05774567184896887
100,0.5,0.5,89,2,189033.6062531934,1.125189013000631,0.07307198439474785
100,0.5,0.5,90,2,108045.40335258067,0.9666795172623701,0.07927730045229817
100,0.5,0.5,91,2,55183.598152320366,1.1355987498507203,0.09364758606219212
100,0.5,0.5,92,1,7481.046309342395,0.9667338268252099,0.13523295042105377
100,0.5,0.5,93,1,2856.9212437964757,0.9124909350100097,0.16206143007682058
100,0.5,0.5,94,1,1291.7919896181534,1.2905036990184824,0.203576171273368
100,0.5,0.5,95,2,69058.99332583904,0.931304475432224,0.08605733606144046
100,0.5,0.5,96,2,134397.18467235344,0.804723904123602,0.07315852740187764
100,0.5,0.5,97,1,4739.4246897161,0.9968922479667893,0.1490727033801088
100,0.5,0.5,98,2,78881.6467014425,0.8942832336726974,0.08312151169342182
100,0.5,0.5,99,3,506223.119310371,0.7941889179687158,0.05596673585174747
100,0.5,0.5,100,2,78754.87204162445,1.187404080373179,0.0879990188986295
1000,2.0,2.0,1,3,95154.90443259207,1.0591143613367433,0.05225356731596931
1000,2.0,2.0,2,2,3712.8015999121035,0.992452876044696,0.09867684135632328
1000,2.0,2.0,3,2,7673.627432065796,1.026443423885794,0.08591727025793637
1000,2.0,2.0,4,2,9427.060935544847,0.9960549596068777,0.08195868967758631
1000,2.0,2.0,5,2,15705.605971753583,1.0035889635612638,0.07411631948585123
1000,2.0,2.0,6,2,5424.47161799817,1.0118291462686686,0.09182555410388861
1000,2.0,2.0,7,2,8296.45876523535,0.9976400727795705,0.08410655296288533
1000,2.0,2.0,8,2,11874.948864086668,1.0158691888096465,0.07856964971157557
1000,2.0,2.0,9,3,45353.19483340565,0.9766272371254487,0.05962629139548084
1000,2.0,2.0,10,2,15089.946988612326,1.0476306636441852,0.07535597725392201
1000,2.0,2.0,11,2,6820.2796358971145,0.9885899886938446,0.08730847734547127
1000,2.0,2.0,12,2,4000.7859532981206,0.9653684614599437,0.09667700033574714
1000,2.0,2.0,13,2,4375.800331884143,0.9775168476173645,0.09519781045394517
1000,2.0,2.0,14,3,57471.667178803924,1.0144382496149047,0.05730176153007679
1000,2.0,2.0,15,3,61792.342714529426,0.9244095098225185,0.055436979250544534
1000,2.0,2.0,16,2,11894.15536726372,1.078348225744259,0.07948747347314505
1000,2.0,2.0,17,2,6025.1258372456505,0.9391363633896458,0.08858620883517074
1000,2.0,2.0,18,2,9739.342323464854,0.9888246408753886,0.0813076742844759
1000,2.0,2.0,19,2,5638.13079413373,0.9643594850630466,0.09024733183796625
1000,2.0,2.0,20,2,13430.289868229242,1.0517454350774649,0.07719313139715495
1000,2.0,2.0,21,2,9900.680804855168,1.0035858232946597,0.08128146087319443
1000,2.0,2.0,22,3,57347.116008387224,0.9589046894139575,0.05668476897410134
1000,2.0,2.0,23,2,12171.329871702059,1.0560261594779832,0.07879178467270058
1000,2.0,2.0,24,2,4504.995057292583,1.0039058072845755,0.0951509959449904
1000,2.0,2.0,25,3,56297.20051564184,1.0166929022463618,0.05756442982628996
1000,2.0,2.0,26,4,435138.71285234456,0.9944701413644436,0.038072063306624375
1000,2.0,2.0,27,2,11777.107544174733,0.9941139025227824,0.07835976234540147
1000,2.0,2.0,28,2,3542.768422049806,1.0092307422682436,0.0999408756092634
1000,2.0,2.0,29,2,6016.9423857233505,1.052215384775484,0.09064823820224309
1000,2.0,2.0,30,2,2979.5329661309574,1.024504530904653,0.10377356738603692
1000,2.0,2.0,31,2,6497.576939118582,1.0196893432298424,0.08870679713738777
1000,2.0,2.0,32,2,11343.55144753971,0.9915959978167678,0.07890976552387198
1000,2.0,2.0,33,3,48715.02270594097,1.0047723803263762,0.0591145740603103
1000,2.0,2.0,34,2,13201.598593660177,1.0185588712854905,0.07696362791483495
1000,2.0,2.0,35,2,6111.056524347538,1.035563843293633,0.09007944971218253
1000,2.0,2.0,36,4,260842.3696140434,0.9575574805073801,0.04185727507339702
1000,2.0,2.0,37,2,7965.421848575201,1.010894130584676,0.08501841177443425
1000,2.0,2.0,38,2,8009.899485570385,0.9849134245917651,0.08448270426116022
1000,2.0,2.0,39,2,6047.376130708348,0.9832385302727579,0.08933712875492827
1000,2.0,2.0,40,2,5427.054597449396,0.9723286275368008,0.09108846536131773
1000,2.0,2.0,41,4,183593.42818418398,0.9618285128685533,0.04494296412488352
1000,2.0,2.0,42,2,12994.770427362166,0.964227151046712,0.07636524648144408
1000,2.0,2.0,43,3,30170.224846719357,1.01478700170477,0.0651887837991472
1000,2.0,2.0,44,2,15151.895052565902,1.0102710932546106,0.07474941592031294
1000,2.0,2.0,45,2,13759.426892704052,1.0497373980130527,0.07679088518009211
1000,2.0,2.0,46,2,10441.273264016028,1.0459839890276996,0.08109011639909319
1000,2.0,2.0,47,2,2906.0449514797665,1.033643642798038,0.10447859192175457
1000,2.0,2.0,48,4,382432.64122378244,0.9554022569326955,0.03875608242402811
1000,2.0,2.0,49,2,7287.446529491201,1.0466490054805324,0.08714826506316728
1000,2.0,2.0,50,2,6135.983450697145,0.9367282848914573,0.0882184656058702
1000,2.0,2.0,51,3,56368.02512303765,0.9950690034454549,0.05730304292286233
1000,2.0,2.0,52,2,9867.05917110785,0.943694989834763,0.08034195440705909
1000,2.0,2.0,53,3,48392.47274708559,1.0824705153792644,0.06008156840023982
1000,2.0,2.0,54,3,35051.67227159356,0.9119265070455543,0.06192468816694138
1000,2.0,2.0,55,2,2890.9204324641387,1.0515027592722608,0.1049466220755176
1000,2.0,2.0,56,2,10790.288411696223,0.9838735669634902,0.07957833657175448
1000,2.0,2.0,57,2,7850.255092082782,0.9144262974511338,0.08357311627681936
1000,2.0,2.0,58,2,19188.69327076089,0.9598686438960181,0.07057435044706346
1000,2.0,2.0,59,2,3631.912007647753,0.9574145255325018,0.09840259414125352
1000,2.0,2.0,60,2,6280.662768144005,0.9889572103176851,0.08876627880222748
1000,2.0,2.0,61,2,11596.444159496608,1.0300374987995902,0.07916245383652737
1000,2.0,2.0,62,2,10123.066032213394,0.9969805832051329,0.08081435944850507
1000,2.0,2.0,63,2,8696.65741074137,1.030777921827236,0.08386411300840899
1000,2.0,2.0,64,2,3733.737136768288,0.9175197437233005,0.09703042746837365
1000,2.0,2.0,65,2,11046.61945465209,1.0038011722235198,0.0795238266464242
1000,2.0,2.0,66,3,180803.27837152654,1.0188949573961905,0.04560350586617446
1000,2.0,2.0,67,3,81728.3946910359,1.007658199238673,0.0533336938675998
1000,2.0,2.0,68,3,74474.59596672004,0.9181003758482025,0.053332262833699864
1000,2.0,2.0,69,4,125438.0414278582,1.0954785935132358,0.04977927132925367
1000,2.0,2.0,70,2,9053.674688519262,1.0042908467248814,0.08276000965165654
1000,2.0,2.0,71,2,6604.603532398032,0.9858068656442212,0.08782185902462765
1000,2.0,2.0,72,2,7518.57362202779,1.0866326499203443,0.08725756060009954
1000,2.0,2.0,73,2,7644.742399509367,0.9349665843153478,0.084391801071117
1000,2.0,2.0,74,4,288883.00303689885,1.0059654305947658,0.041417685134829074
1000,2.0,2.0,75,2,8440.505372766811,0.9641292172538093,0.08324668868834524
1000,2.0,2.0,76,2,3240.41350283057,1.0206468941940898,0.10196910933322009
1000,2.0,2.0,77,2,6190.651596937953,0.9896303894664401,0.08903503645826794
1000,2.0,2.0,78,2,2113.1649412113684,1.0900655025531498,0.11254273072933868
1000,2.0,2.0,79,2,3562.4113759303414,0.980703122002639,0.09925955107066674
1000,2.0,2.0,80,2,5338.226913408415,1.0527003808986124,0.09285283297842611
1000,2.0,2.0,81,2,4648.280286002694,1.017222197978122,0.09480654348980087
1000,2.0,2.0,82,3,19257.548460181453,0.9481766745013771,0.07035115994566972
1000,2.0,2.0,83,2,4690.323381291565,1.0376031279106404,0.09501218505760228
1000,2.0,2.0,84,2,4156.091526121357,0.9963332372925507,0.09655116356313663
1000,2.0,2.0,85,2,4791.263459326702,0.9413410094964487,0.09278397924242773
1000,2.0,2.0,86,2,16180.914634560837,0.9475930882856288,0.0728345384394674
1000,2.0,2.0,87,2,11124.044138132533,1.0127893517954059,0.07955452619038333
1000,2.0,2.0,88,2,22262.040046383256,1.0127382816117882,0.06924685636145742
1000,2.0,2.0,89,4,375078.67039566586,1.02834911675954,0.039483646154583926
1000,2.0,2.0,90,2,22130.78415138466,1.0023552141719652,0.06918605681632517
1000,2.0,2.0,91,2,9064.078385517381,0.9860601809309348,0.08243840159979046
1000,2.0,2.0,92,2,12529.835885555334,0.9431431625461326,0.07658435454345394
1000,2.0,2.0,93,3,103903.19821320252,0.9482103806297058,0.0502190816820319
1000,2.0,2.0,94,3,28769.60092872864,0.9418420488630088,0.06483693201094735
1000,2.0,2.0,95,3,31477.33943611703,0.9522852182329475,0.0638215597816074
1000,2.0,2.0,96,2,6858.059906533606,0.9468661359151127,0.08646315344772673
1000,2.0,2.0,97,2,5765.183121803865,0.9927583116478256,0.09036904523849124
1000,2.0,2.0,98,2,5242.857556616149,0.9705663272506149,0.09168642540437105
1000,2.0,2.0,99,2,10204.240610276065,0.9948364211319832,0.08065063777258
1000,2.0,2.0,100,2,4783.849677039258,0.9458201732701174,0.09290087801180673
1000,2.0,5.0,1,2,43644.80550091997,1.0308647820653922,0.06073897195719169
1000,2.0,5.0,2,2,25629.27652204521,1.0773921494021936,0.06816180787602771
1000,2.0,5.0,3,2,71911.89110168935,1.0292590420589514,0.05494882436797903
1000,2.0,5.0,4,2,43146.41835122503,0.9417067519988628,0.05978714232168916
1000,2.0,5.0,5,2,27715.360766747115,1.01179302833192,0.06626555476567074
1000,2.0,5.0,6,1,3163.5306976497623,1.0069847135654566,0.10218420579725537
1000,2.0,5.0,7,4,1093526.6102143843,1.0444855909805522,0.03197630136532215
1000,2.0,5.0,8,2,15469.541659750339,1.016080406896738,0.07452530034862058
1000,2.0,5.0,9,2,50438.705971706906,0.96089016871176,0.0581829278315028
1000,2.0,5.0,10,2,24186.658736281504,0.9213169710522928,0.06683135210880735
1000,2.0,5.0,11,2,122468.14079694092,1.0634133457717083,0.04972209341811596
1000,2.0,5.0,12,2,44790.48108894539,0.9727374600857992,0.05972767254838678
1000,2.0,5.0,13,2,84972.45022252275,0.9601253404582819,0.05241113526924073
1000,2.0,5.0,14,2,79259.5836611621,1.1040547868060493,0.05465141067409015
1000,2.0,5.0,15,2,51974.42427486679,1.042365055254253,0.05878406841830554
1000,2.0,5.0,16,5,7210792.203999721,0.9569978720087534,0.021547614997717904
1000,2.0,5.0,17,2,52677.40430350252,0.9904529424847875,0.058030392073395484
1000,2.0,5.0,18,2,106747.97643972385,0.9597200876344181,0.05006919346339644
1000,2.0,5.0,19,2,45213.765261198525,1.0480035055830084,0.06051067825467899
1000,2.0,5.0,20,2,17785.664162663037,1.0741320090995423,0.07328433024252647
1000,2.0,5.0,21,2,24399.400460330526,0.9439891257526187,0.0670395632309222
1000,2.0,5.0,22,2,75656.10194180268,0.9948259153254545,0.05402493271425653
1000,2.0,5.0,23,2,17069.067121684337,1.0303994089489028,0.07327785899798225
1000,2.0,5.0,24,2,52128.81648304702,0.9768446302749844,0.05799133873449916
1000,2.0,5.0,25,2,26915.362009627494,0.9607211361724628,0.06596795677223039
1000,2.0,5.0,26,5,20117975.942677833,1.0750646362453906,0.017963198424459204
1000,2.0,5.0,27,2,86282.68179105071,1.083079628373384,0.053525527905269925
1000,2.0,5.0,28,2,30862.616602269834,0.9610205606363459,0.0641909193849875
1000,2.0,5.0,29,2,32424.146972880215,0.9672390441457792,0.06364241641412476
1000,2.0,5.0,30,2,23565.355315990724,1.0446534420717046,0.0688895357939751
1000,2.0,5.0,31,2,42007.82299884546,1.0040941877380039,0.06088390006374672
1000,2.0,5.0,32,2,78615.47774203164,0.9935920306654641,0.053598621121965964
1000,2.0,5.0,33,2,18536.98919894537,0.9992190888695238,0.07163708637737001
1000,2.0,5.0,34,2,15536.697387788801,0.9953257203630106,0.07415405638625139
1000,2.0,5.0,35,2,97740.80873502845,1.089012703687897,0.05226428488065354
1000,2.0,5.0,36,2,36670.26137285329,0.942169143763698,0.06176985518346281
1000,2.0,5.0,37,2,40489.60605416783,1.0093170992491929,0.06139746281953653
1000,2.0,5.0,38,2,57362.25357380936,1.0000012762391943,0.05715950757557962
1000,2.0,5.0,39,2,135591.88756684924,0.9475518584063733,0.04760882522054973
1000,2.0,5.0,40,2,67394.47990353797,0.9572124932598539,0.05486437235946782
1000,2.0,5.0,41,2,38141.309529594066,1.0254374265105115,0.0623327549105921
1000,2.0,5.0,42,2,21643.931012071393,0.9429877773996316,0.06865111470862502
1000,2.0,5.0,43,2,34485.51341911093,1.0105366432990925,0.06341568425948643
1000,2.0,5.0,44,2,57882.35629800414,1.0080798558928992,0.05714830524038139
1000,2.0,5.0,45,2,35389.998821451816,0.9609027509737997,0.06245588786036449
1000,2.0,5.0,46,2,16594.3181026616,1.0487604997016315,0.07395320342420156
1000,2.0,5.0,47,2,30488.275999498408,0.9891328596610643,0.06471991844532737
1000,2.0,5.0,48,3,295122.24530153384,1.0035805722193945,0.04122148837389226
1000,2.0,5.0,49,2,36319.670320804995,0.9588126793163164,0.0621057746339811
1000,2.0,5.0,50,2,18273.22229303047,1.0500954168029693,0.07255984293723954
1000,2.0,5.0,51,2,39595.66058633017,0.9752968577887123,0.061250756263442466
1000,2.0,5.0,52,2,85688.6681988717,0.9822376172843701,0.05256204367737261
1000,2.0,5.0,53,2,59235.123431869695,1.0276926745769708,0.05710450897218297
1000,2.0,5.0,54,2,54878.36082130026,1.003618877763304,0.057709478138294794
1000,2.0,5.0,55,2,24148.509739089837,1.0446522629037787,0.06855354091821901
1000,2.0,5.0,56,2,49343.543378908376,1.023406485096131,0.05918030174411976
1000,2.0,5.0,57,2,27925.794488400403,0.9119266830034418,0.06480439880851976
1000,2.0,5.0,58,3,228408.29466776524,1.06747896606978,0.04392816883348411
1000,2.0,5.0,59,2,143051.60089107192,0.9626210881066155,0.047250470643208184
1000,2.0,5.0,60,2,73293.16834213454,0.9542764131191984,0.05391824497479236
1000,2.0,5.0,61,2,63525.95527032602,1.0586521973760383,0.05664662355015012
1000,2.0,5.0,62,2,23115.271590544933,0.9928113985178082,0.06845531286914273
1000,2.0,5.0,63,3,670414.150030994,0.9799030269871488,0.0348162181034794
1000,2.0,5.0,64,2,73210.42072417885,1.0216668943154856,0.05467148777668309
1000,2.0,5.0,65,2,35497.44843815963,0.9640439251904249,0.062458787043386026
1000,2.0,5.0,66,3,420835.2462389822,0.9635342404025418,0.038085934671339736
1000,2.0,5.0,67,2,29124.7896351107,0.9975552082764871,0.06542570897815374
1000,2.0,5.0,68,2,26360.309242540076,1.0223338024135196,0.06707212296142549
1000,2.0,5.0,69,2,28927.749343595646,0.9645466693872622,0.06507517263146045
1000,2.0,5.0,70,2,80282.89920398466,1.0348557938758158,0.053810244636125916
1000,2.0,5.0,71,3,432669.2047178905,1.0226065158435425,0.038328702952471226
1000,2.0,5.0,72,2,51862.36204893139,0.9583972456712199,0.05782987608618447
1000,2.0,5.0,73,2,26504.483030139716,1.010201598838735,0.06683921669209368
1000,2.0,5.0,74,2,48292.660004051366,0.9942755679368626,0.05909336716119104
1000,2.0,5.0,75,2,39324.72248655157,1.0537769083954676,0.06229170397821132
1000,2.0,5.0,76,2,28088.971278988687,1.062551818448392,0.0667385037677364
1000,2.0,5.0,77,3,311107.8384653847,1.0003888706015525,0.04076291079281831
1000,2.0,5.0,78,2,35193.36279548051,0.985085269239375,0.06283711256606749
1000,2.0,5.0,79,2,84583.7846037527,1.0262659958853495,0.05316284010332525
1000,2.0,5.0,80,3,881059.5696358868,0.9638328534078656,0.03285586455205175
1000,2.0,5.0,81,2,30204.830297141554,0.9995413531251482,0.0649768243742655
1000,2.0,5.0,82,2,33857.37154633608,1.0265030603573233,0.0638491339224694
1000,2.0,5.0,83,2,22786.890093010912,0.9628531203915985,0.06823207924347424
1000,2.0,5.0,84,2,26063.115153681243,0.9831637775012604,0.06670118018269475
1000,2.0,5.0,85,2,73810.84279216148,1.0176789841341543,0.05453957347573214
1000,2.0,5.0,86,2,57084.80667174343,0.9965484484185708,0.057175396550194456
1000,2.0,5.0,87,2,36867.523996534284,0.9950179970498401,0.062380808861865505
1000,2.0,5.0,88,2,59462.513761985276,1.0108965774232055,0.05687302142575383
1000,2.0,5.0,89,2,34764.843247338526,0.9991356597082727,0.06316993727493038
1000,2.0,5.0,90,2,45738.86107026605,0.9659428936066352,0.05939458196353166
1000,2.0,5.0,91,2,51987.17992905003,0.9650921548865996,0.057882611099190205
1000,2.0,5.0,92,2,36626.03142993204,0.9730655398089855,0.062184773192823777
1000,2.0,5.0,93,2,62956.32021523607,1.0070520395694813,0.0561844487812437
1000,2.0,5.0,94,2,43411.793233176475,0.9980297145791496,0.06041165841039779
1000,2.0,5.0,95,2,87948.44700449807,0.9829867047532314,0.05229708744872173
1000,2.0,5.0,96,2,52595.22594590186,1.0042605227401546,0.05820946691861267
1000,2.0,5.0,97,3,223477.06896634743,0.9754683709176952,0.043332091742874654
1000,2.0,5.0,98,2,52061.03835716153,1.0632832182816263,0.058998481725595034
1000,2.0,5.0,99,2,76565.27157261141,0.9614324294898305,0.05352923006886982
1000,2.0,5.0,100,2,110427.40907258335,1.0301486978923766,0.05044036446104209
1000,5.0,2.0,1,1,656.0082932248325,0.991064841258413,0.139525040362
1000,5.0,2.0,2,1,373.7645823060748,1.0010314210909492,0.15645286544672335
1000,5.0,2.0,3,1,414.4707362864622,1.0058661675598686,0.1533991222260752
1000,5.0,2.0,4,1,202.97806935421295,1.0678414519002026,0.1790709511846691
1000,5.0,2.0,5,1,794.68426423228,0.8912591430731072,0.13145450852523613
1000,5.0,2.0,6,1,167.54600903055643,0.9489660498870991,0.18173431003229315
1000,5.0,2.0,7,1,711.5147872450644,1.0722892618948605,0.1394566454150971
1000,5.0,2.0,8,1,435.10098152800094,0.9875651388638561,0.15135917310237212
1000,5.0,2.0,9,1,374.2285541751064,0.9805259638419391,0.155767928398965
1000,5.0,2.0,10,1,443.7670228408938,0.9657770934308878,0.15009215175526813
1000,5.0,2.0,11,1,52.920003777124165,0.8976333755980348,0.22631296472937532
1000,5.0,2.0,12,1,450.73971044358586,1.0074465308475948,0.15089430383388208
1000,5.0,2.0,13,1,164.28109178127164,0.9653726675637313,0.18307755023678957
1000,5.0,2.0,14,1,507.88529717689,1.0021175340995347,0.14717844596653185
1000,5.0,2.0,15,1,181.43803490739393,0.9591645605909755,0.17924480065253723
1000,5.0,2.0,16,1,236.61986737818648,1.053317059558412,0.17318696086766805
1000,5.0,2.0,17,1,291.9719411800612,0.9767738317651928,0.16357020148440907
1000,5.0,2.0,18,1,310.26792272330516,1.0536093465341887,0.16405979183862618
1000,5.0,2.0,19,2,14691.208233820495,0.9551417145969219,0.0743730630966201
1000,5.0,2.0,20,1,524.371811619637,0.9902956861285669,0.14589443242581648
1000,5.0,2.0,21,1,648.6244518056586,0.9242358922326616,0.13790230062142228
1000,5.0,2.0,22,1,501.7936885979583,1.0312654914718242,0.1483824942255547
1000,5.0,2.0,23,1,169.08576266532688,1.0306088990964886,0.18442125723274078
1000,5.0,2.0,24,1,264.41946418930365,1.0232747628736716,0.16840437788351253
1000,5.0,2.0,25,2,34578.52281304847,0.9491326906752339,0.0625918384680021
1000,5.0,2.0,26,1,246.42531415843183,1.0235644331080938,0.17080460777011805
1000,5.0,2.0,27,1,99.61999214598977,0.9905518551214966,0.20338538944020942
1000,5.0,2.0,28,1,143.14253023162252,1.05719790581928,0.19164219204600422
1000,5.0,2.0,29,1,767.8972547521365,0.9906105042727039,0.13518657701303782
1000,5.0,2.0,30,1,196.41986123627163,1.0085097629629278,0.1782019902916964
1000,5.0,2.0,31,1,197.63595674572085,0.9395420321611355,0.17547839743848023
1000,5.0,2.0,32,1,431.45813011861634,0.9430437586828871,0.15022155267924378
1000,5.0,2.0,33,1,265.0189000505527,0.9829814530517853,0.16698109480756285
1000,5.0,2.0,34,1,106.51295266992973,0.9918140105680422,0.20073318329846795
1000,5.0,2.0,35,1,139.7342664597101,0.9882829376118589,0.18998936205571276
1000,5.0,2.0,36,1,154.98349943103193,0.9867495848169737,0.1860363913974846
1000,5.0,2.0,37,1,393.1069351582277,0.9832540266781105,0.15432795964598778
1000,5.0,2.0,38,2,107509.31326850067,1.0183320875020285,0.05059437985287854
1000,5.0,2.0,39,1,209.30336143566606,0.9463345996034978,0.17372699675882486
1000,5.0,2.0,40,1,180.4621415524825,1.0138615597017078,0.18143961636340986
1000,5.0,2.0,41,1,295.9003338166593,1.0773916853374117,0.16636395706581975
1000,5.0,2.0,42,1,72.45173265840637,0.9840769153562091,0.2164759541401585
1000,5.0,2.0,43,2,14484.09315804234,0.9910304981659662,0.07513680968420546
1000,5.0,2.0,44,1,107.89557139231272,0.9757149812760509,0.19956183085420323
1000,5.0,2.0,45,1,415.9841969108716,0.9682035717205482,0.15212184304601525
1000,5.0,2.0,46,1,153.63025687503892,0.9981039827113132,0.18678991102742684
1000,5.0,2.0,47,1,145.15761417011413,0.9706539783338857,0.1878704745408573
1000,5.0,2.0,48,1,151.41089645041313,1.051053645706874,0.1892810599600955
1000,5.0,2.0,49,1,505.2639679724806,1.0224043271747116,0.14792258203886324
1000,5.0,2.0,50,1,101.2979355463313,0.9645952070895389,0.20163341695405115
1000,5.0,2.0,51,1,268.1488284060734,1.0685263922510717,0.16939300751005532
1000,5.0,2.0,52,1,200.17830014012793,1.0242756746619643,0.17807935797313598
1000,5.0,2.0,53,1,85.8340024417575,1.0260247164741219,0.21101498658706158
1000,5.0,2.0,54,1,203.86839998604668,0.9210119053979912,0.17369874267363833
1000,5.0,2.0,55,1,324.1290814674421,1.0447140265011339,0.16235643041293552
1000,5.0,2.0,56,1,108.9313391242432,1.0027153230513406,0.2002712325693375
1000,5.0,2.0,57,1,168.62517503116283,0.9407812513871328,0.18118692603810915
1000,5.0,2.0,58,2,84119.06565985321,0.9615136552862256,0.052532226983798266
1000,5.0,2.0,59,1,500.89711716247086,0.9753895731200425,0.14679103214069558
1000,5.0,2.0,60,1,510.1312883520977,0.951226222884657,0.1455237841473737
1000,5.0,2.0,61,1,759.0482343067526,0.9629260462356701,0.13473434667743264
1000,5.0,2.0,62,1,276.8304013960295,1.057672678581583,0.16797363074353566
1000,5.0,2.0,63,1,894.2675001496134,0.9389898471595374,0.1297335489343215
1000,5.0,2.0,64,1,43.19348581542198,0.9586364636454999,0.2388145301187706
1000,5.0,2.0,65,1,78.85516294198152,0.9720454094439287,0.21231706054055208
1000,5.0,2.0,66,1,208.5937116116871,0.9697628740873002,0.1746974143965702
1000,5.0,2.0,67,1,30.809367025427083,1.0117848858426552,0.25828232740024576
1000,5.0,2.0,68,1,449.12279968139006,0.9976741859259795,0.15070870407984113
1000,5.0,2.0,69,1,73.94650018868461,0.9935905676327405,0.21600886554398208
1000,5.0,2.0,70,2,9603.279668712648,0.9716489561217566,0.08125153440595986
1000,5.0,2.0,71,3,223728.08834563912,0.8909449839328473,0.04254413361312122
1000,5.0,2.0,72,1,358.10882693875146,0.9403396725411772,0.1558359150711898
1000,5.0,2.0,73,1,429.87154243938363,1.018206076687199,0.15265569353923072
1000,5.0,2.0,74,1,624.4251493492876,0.9762049849116512,0.1404836349229521
1000,5.0,2.0,75,1,44.1415440550578,1.0521503515914643,0.2422477018508659
1000,5.0,2.0,76,1,311.0684202395498,1.0542052746967883,0.16399381201879876
1000,5.0,2.0,77,1,166.6649755718747,0.9994080494260551,0.18382023156880384
1000,5.0,2.0,78,1,470.3259157320032,1.0360369638331528,0.15045578017433298
1000,5.0,2.0,79,1,282.6402037754354,0.9541354763200414,0.16386599151713316
1000,5.0,2.0,80,1,789.5661304687462,0.954067894061517,0.13342947064963842
1000,5.0,2.0,81,1,418.5621416668314,0.9507819588379453,0.15138324362533795
1000,5.0,2.0,82,1,140.16681467659154,1.033922510730041,0.19159411548126298
1000,5.0,2.0,83,1,561.7488938360472,0.9491470826516984,0.14268288010039887
1000,5.0,2.0,84,1,552.3582666823987,0.9586596378520162,0.1434505857072355
1000,5.0,2.0,85,1,519.0146613391021,1.08973988012178,0.14901920857137427
1000,5.0,2.0,86,1,420.29164979265397,1.0563466802285881,0.15447732873442002
1000,5.0,2.0,87,1,1334.315135776876,0.9587648866385986,0.12025533443014609
